,PEOPLEUSDT_PERP.A_ls_ratio,OMGUSDT_PERP.A_ls_ratio,BALUSDT_PERP.A_ls_ratio,RENUSDT_PERP.A_ls_ratio,CRVUSDT_PERP.A_ls_ratio,STORJUSDT_PERP.A_ls_ratio,RLCUSDT_PERP.A_ls_ratio,SXPUSDT_PERP.A_ls_ratio,KAVAUSDT_PERP.A_ls_ratio,RSRUSDT_PERP.A_ls_ratio,MTLUSDT_PERP.A_ls_ratio,DOGEUSDT_PERP.A_ls_ratio,BANDUSDT_PERP.A_ls_ratio,WAVESUSDT_PERP.A_ls_ratio,KSMUSDT_PERP.A_ls_ratio,ALGOUSDT_PERP.A_ls_ratio,MATICUSDT_PERP.A_ls_ratio,KNCUSDT_PERP.A_ls_ratio,ZILUSDT_PERP.A_ls_ratio,BLZUSDT_PERP.A_ls_ratio,NEARUSDT_PERP.A_ls_ratio,AVAXUSDT_PERP.A_ls_ratio,MKRUSDT_PERP.A_ls_ratio,SNXUSDT_PERP.A_ls_ratio,ENJUSDT_PERP.A_ls_ratio,ZRXUSDT_PERP.A_ls_ratio,FLMUSDT_PERP.A_ls_ratio,FTMUSDT_PERP.A_ls_ratio,UNIUSDT_PERP.A_ls_ratio,SKLUSDT_PERP.A_ls_ratio,TRBUSDT_PERP.A_ls_ratio,TRXUSDT_PERP.A_ls_ratio,BNBUSDT_PERP.A_ls_ratio,XRPUSDT_PERP.A_ls_ratio,NEOUSDT_PERP.A_ls_ratio,EOSUSDT_PERP.A_ls_ratio,ETCUSDT_PERP.A_ls_ratio,BTCUSDT_PERP.A_ls_ratio,LTCUSDT_PERP.A_ls_ratio,XLMUSDT_PERP.A_ls_ratio,LINKUSDT_PERP.A_ls_ratio,ETHUSDT_PERP.A_ls_ratio,BCHUSDT_PERP.A_ls_ratio,ADAUSDT_PERP.A_ls_ratio,XMRUSDT_PERP.A_ls_ratio,DASHUSDT_PERP.A_ls_ratio,ZECUSDT_PERP.A_ls_ratio,ONTUSDT_PERP.A_ls_ratio,ATOMUSDT_PERP.A_ls_ratio,XTZUSDT_PERP.A_ls_ratio,IOTAUSDT_PERP.A_ls_ratio,BATUSDT_PERP.A_ls_ratio,VETUSDT_PERP.A_ls_ratio,QTUMUSDT_PERP.A_ls_ratio,IOSTUSDT_PERP.A_ls_ratio,THETAUSDT_PERP.A_ls_ratio,AUDIOUSDT_PERP.A_ls_ratio,SUSHIUSDT_PERP.A_ls_ratio,COMPUSDT_PERP.A_ls_ratio,RUNEUSDT_PERP.A_ls_ratio,DOTUSDT_PERP.A_ls_ratio,FILUSDT_PERP.A_ls_ratio,AAVEUSDT_PERP.A_ls_ratio,UNFIUSDT_PERP.A_ls_ratio,GRTUSDT_PERP.A_ls_ratio,DEFIUSDT_PERP.A_ls_ratio,GTCUSDT_PERP.A_ls_ratio,YFIUSDT_PERP.A_ls_ratio,LRCUSDT_PERP.A_ls_ratio,SOLUSDT_PERP.A_ls_ratio,EGLDUSDT_PERP.A_ls_ratio,ICXUSDT_PERP.A_ls_ratio,OCEANUSDT_PERP.A_ls_ratio,ROSEUSDT_PERP.A_ls_ratio,OGNUSDT_PERP.A_ls_ratio,BELUSDT_PERP.A_ls_ratio,CTKUSDT_PERP.A_ls_ratio,AXSUSDT_PERP.A_ls_ratio,MASKUSDT_PERP.A_ls_ratio,ALPHAUSDT_PERP.A_ls_ratio,ZENUSDT_PERP.A_ls_ratio,BAKEUSDT_PERP.A_ls_ratio,1INCHUSDT_PERP.A_ls_ratio,LINAUSDT_PERP.A_ls_ratio,CELOUSDT_PERP.A_ls_ratio,GALAUSDT_PERP.A_ls_ratio,CELRUSDT_PERP.A_ls_ratio,DGBUSDT_PERP.A_ls_ratio,REEFUSDT_PERP.A_ls_ratio,ANKRUSDT_PERP.A_ls_ratio,CHZUSDT_PERP.A_ls_ratio,LPTUSDT_PERP.A_ls_ratio,ALICEUSDT_PERP.A_ls_ratio,1000SHIBUSDT_PERP.A_ls_ratio,SANDUSDT_PERP.A_ls_ratio,RVNUSDT_PERP.A_ls_ratio,SFPUSDT_PERP.A_ls_ratio,LITUSDT_PERP.A_ls_ratio,XEMUSDT_PERP.A_ls_ratio,ATAUSDT_PERP.A_ls_ratio,HOTUSDT_PERP.A_ls_ratio,STMXUSDT_PERP.A_ls_ratio,C98USDT_PERP.A_ls_ratio,ARUSDT_PERP.A_ls_ratio,MANAUSDT_PERP.A_ls_ratio,ONEUSDT_PERP.A_ls_ratio,HBARUSDT_PERP.A_ls_ratio,CHRUSDT_PERP.A_ls_ratio,DYDXUSDT_PERP.A_ls_ratio,COTIUSDT_PERP.A_ls_ratio,DENTUSDT_PERP.A_ls_ratio,NKNUSDT_PERP.A_ls_ratio,IOTXUSDT_PERP.A_ls_ratio,CTSIUSDT_PERP.A_ls_ratio,1000XECUSDT_PERP.A_ls_ratio,ENSUSDT_PERP.A_ls_ratio,KLAYUSDT_PERP.A_ls_ratio,ARPAUSDT_PERP.A_ls_ratio,ANTUSDT_PERP.A_ls_ratio
2022-04-23,4.4437,2.9277,3.0404,3.1237,0.8282,2.9761,2.885,2.9339,2.3025,3.9801,2.3761,5.4433,2.7509,7.1103,3.6062,5.0606,4.5066,0.4253,5.5617,3.1563,4.3821,6.0274,2.87,3.3066,4.5096,1.7647,2.9063,7.8417,3.8286,3.4723,3.3253,1.748,3.3159,4.4259,2.1407,2.8941,3.2017,3.3178,4.8275,2.5868,4.8343,2.3738,2.2062,5.6578,0.5728,2.8314,1.7049,2.0497,6.5358,3.0388,2.7313,2.9872,4.0505,2.5971,4.1653,2.413,4.0994,4.0607,3.5228,3.2699,4.8651,5.8966,2.3036,2.4554,6.3964,2.2113,3.4703,3.2608,2.6711,6.2359,3.1771,2.1124,2.7411,5.5703,3.0404,3.2141,4.0226,6.874,3.7596,4.291,3.1017,4.0942,9.1112,2.3058,3.4366,9.6496,3.5249,3.6189,4.4083,3.2445,5.4851,1.7878,4.8651,7.7184,5.8634,3.1288,2.3069,3.9164,2.69,3.662,4.6117,2.6417,3.2882,3.529,6.9745,6.5245,4.6338,3.0016,4.9844,4.7537,4.102,3.1186,4.8275,2.5112,4.0633,3.8193,3.4131,4.3735,2.3818
2022-04-24,4.9137,2.5112,2.7893,2.9139,0.8868,3.1719,2.8536,3.0404,1.949,4.5741,1.1404,5.605,2.8023,7.0,3.1894,5.1087,6.1942,0.2862,5.6181,3.2662,4.5432,6.3964,2.888,2.9463,5.035,2.4188,3.1841,7.8889,3.5331,3.1528,3.5351,1.8563,3.7326,4.9067,1.9197,3.1,3.5045,3.122,4.7143,2.8895,5.4433,2.4106,2.6928,6.1994,0.5256,3.1477,1.9976,2.6232,5.4185,3.5746,2.8052,2.6153,4.0378,3.122,4.0226,2.5676,2.399,4.2715,3.5662,3.8497,3.9188,5.8399,2.2884,2.7161,5.3654,2.202,3.5683,3.4209,3.1964,5.9832,3.1806,2.4282,2.992,5.1237,1.867,2.6996,2.9588,7.2988,3.8031,4.5741,2.9093,4.6883,7.9127,3.6253,4.2165,9.5042,3.6773,3.562,4.8207,3.1186,5.9444,2.1606,5.0569,8.1324,6.9365,3.2517,2.3693,4.2466,2.8745,3.6773,5.0864,2.5486,3.5956,3.1068,7.19,5.8681,4.7604,2.9216,6.2622,4.8207,4.0942,3.2535,4.8514,2.7175,3.9603,3.787,3.9432,4.3191,3.1135
2022-04-25,4.9773,2.592,2.9494,3.2974,1.0227,4.1626,3.0145,2.7893,0.6961,4.7013,2.0084,5.2383,2.9604,6.4239,3.3178,5.4433,6.5988,0.6656,5.7981,3.4248,4.872,6.6805,2.4341,2.4602,4.5617,2.7636,3.2176,7.8652,3.787,3.344,3.5393,2.1878,3.8709,4.9559,2.2982,3.4405,3.1876,3.1169,4.7438,2.882,5.0386,2.5298,2.6982,6.2046,0.8481,3.0209,1.5113,2.7051,6.1531,3.5106,3.4623,2.2808,4.1046,2.9432,3.8876,2.9825,3.9237,3.9801,3.417,4.0429,5.2775,5.5876,2.7879,2.7327,5.5104,1.8281,3.6773,3.2123,3.329,6.5245,3.562,2.0294,3.0177,5.7981,2.0525,2.459,3.4524,7.1235,3.8146,4.8343,2.992,4.3591,9.0,4.1653,4.0505,10.655,3.8924,3.5434,5.2972,2.8551,5.6979,1.7716,4.9524,8.1075,5.7613,3.3497,2.4831,4.005,2.7133,3.8008,4.8106,2.4602,2.7979,3.6318,7.1766,6.6104,4.2411,2.4578,6.2674,4.277,4.3277,3.4703,5.0459,2.8212,3.7733,1.5342,3.9529,4.4885,3.9334
2022-04-26,4.8411,2.3058,1.1622,3.0486,1.263,2.9904,2.7764,3.0274,0.9172,4.7471,2.3156,1.8161,2.8865,6.0572,2.8971,4.5679,5.9735,0.4899,5.7568,3.4763,4.5036,6.1073,1.9472,2.4686,4.1867,3.0064,2.7051,6.9114,3.2827,3.2373,4.071,3.2699,3.6296,5.2035,2.3411,3.3215,2.8595,2.6417,4.5648,2.8911,4.7571,2.0248,2.2321,5.7295,0.7982,3.1736,1.3524,2.1085,6.148,3.7733,4.4083,2.7147,4.0,2.6887,3.0667,3.7755,3.6318,4.5036,3.0274,3.3802,6.2993,5.8966,2.4916,2.643,4.7143,1.5214,3.5725,2.8462,3.4444,6.4294,3.6404,2.034,2.6298,2.9002,3.1911,2.8402,3.1929,6.57,2.9888,4.9312,2.3223,4.7339,7.9526,4.685,3.2194,8.7943,2.6778,3.1356,4.963,2.2712,4.7274,1.6976,5.1958,7.4175,6.1582,3.2662,2.3636,3.5147,2.5958,4.102,4.5249,1.9797,3.4346,2.7327,5.8776,6.326,4.3792,2.5014,5.7843,3.7778,4.2329,3.4883,4.5617,2.9185,4.0556,1.1887,3.4014,4.3937,3.3573
2022-04-27,5.5617,3.223,1.5497,3.075,2.4626,2.6603,2.5945,3.6468,1.3288,4.6883,2.2134,3.1085,3.7326,5.4767,2.6101,5.8918,7.3893,0.4434,5.2189,2.8506,4.2994,6.0175,2.367,2.5651,4.2549,1.4783,3.5579,7.2988,4.5617,3.029,3.2159,3.4683,4.2549,5.6401,2.6738,4.1414,3.7596,3.386,5.5531,3.3745,6.0077,2.3546,2.4965,6.8431,1.0597,3.8804,2.4507,2.5625,6.4963,4.5279,4.2854,2.9231,4.6561,2.6456,4.01,6.0822,3.7733,5.0459,3.0306,3.89,7.2645,6.4074,2.6443,2.6153,2.2971,1.5126,3.1442,3.1408,4.4348,6.2833,3.5005,2.6955,2.5881,3.9529,3.384,3.3346,2.7908,5.9589,3.2409,4.2882,2.6955,4.3163,7.8261,3.2735,3.3159,9.4167,3.7985,3.1203,4.9137,2.4176,5.0753,1.5641,5.6979,9.4603,6.326,3.2194,3.8356,4.0787,2.7244,3.8852,4.2219,2.0741,3.0683,2.5486,7.2237,5.1425,3.948,4.0201,7.7413,3.5147,3.9044,3.1684,4.16,2.6523,3.7483,2.3156,3.1511,3.7687,3.7755
2022-04-28,5.496266666666667,3.2483999999999997,1.8109,3.0667333333333335,2.8201,2.6251666666666664,2.6429,3.4328,1.2293666666666667,4.5709333333333335,2.1755333333333335,3.6725,3.6313,5.309033333333334,2.740066666666667,5.633266666666667,7.217533333333334,0.5068333333333334,4.810099999999999,2.9688,4.517066666666667,6.0175,2.3265666666666664,2.738933333333333,4.2641333333333336,1.9817999999999998,3.1677666666666666,6.857033333333333,4.485566666666667,2.7405333333333335,3.4318666666666666,3.1668000000000003,3.875566666666667,5.529766666666667,2.7656666666666667,3.6292333333333335,3.6585,3.159466666666667,5.072033333333333,3.3668666666666667,5.7775,2.3221666666666665,2.511766666666667,6.773266666666666,1.2017,3.8318666666666665,2.5864666666666665,2.3594333333333335,6.117966666666667,4.5207999999999995,4.1124,2.774,4.595233333333334,2.6599666666666666,3.855833333333333,5.779066666666667,3.8547333333333333,5.0362,3.1189,3.6122666666666667,7.324966666666667,6.1255,2.6052999999999997,2.547066666666667,2.705,1.4631,3.0075000000000003,2.9656333333333333,4.495866666666667,5.853933333333333,3.5704333333333333,2.619466666666667,2.5515,4.3270333333333335,3.3576,3.131666666666667,2.7879,5.4818999999999996,3.0143666666666666,4.210666666666667,2.6247,4.146766666666666,7.542233333333334,3.5131666666666668,3.3005666666666666,9.311466666666668,3.6635666666666666,3.0147666666666666,4.7892,2.285766666666667,5.115466666666667,1.6049666666666667,5.463666666666667,9.438533333333334,6.128666666666667,3.260933333333333,3.8232333333333335,3.997666666666667,2.7412666666666667,3.6365000000000003,4.280166666666666,2.1323666666666665,3.1324666666666667,2.4790666666666668,7.2373,5.3113,4.018666666666666,3.8807,7.596066666666666,3.538866666666667,3.9004,3.1719,4.2046,2.5195666666666665,3.5931,2.1611666666666665,3.2066666666666666,3.9170666666666665,3.4883
2022-04-29,5.430833333333333,3.2738,2.0721,3.0584666666666664,3.1776,2.5900333333333334,2.6913,3.2188,1.1299333333333332,4.453566666666666,2.1376666666666666,4.2365,3.5300000000000002,5.141366666666666,2.870033333333333,5.374733333333333,7.045766666666666,0.5702666666666667,4.4013,3.087,4.734733333333334,6.0175,2.2861333333333334,2.9127666666666667,4.273366666666667,2.4852999999999996,2.7776333333333336,6.415266666666667,4.409433333333333,2.4520666666666666,3.6478333333333333,2.8653,3.496233333333333,5.419433333333333,2.857533333333333,3.1170666666666667,3.5574,2.932933333333333,4.590966666666667,3.359233333333333,5.5473,2.2897333333333334,2.5270333333333332,6.703433333333334,1.3437000000000001,3.783333333333333,2.7222333333333335,2.1563666666666665,5.739633333333333,4.5137,3.9394,2.6249,4.534366666666666,2.6743333333333332,3.7016666666666667,5.475933333333333,3.9361666666666664,5.0264999999999995,3.2072000000000003,3.3345333333333333,7.385433333333333,5.8436,2.5663,2.478833333333333,3.1129,1.4136,2.8708,2.7904666666666667,4.556933333333333,5.424566666666666,3.640366666666667,2.543433333333333,2.5149,4.701166666666667,3.3312,2.928733333333333,2.7849999999999997,5.0049,2.7878333333333334,4.133133333333333,2.5539,3.9772333333333334,7.258366666666666,3.7528333333333332,3.2852333333333332,9.206233333333333,3.5286333333333335,2.9092333333333333,4.6647,2.1539333333333333,5.155633333333333,1.6458333333333335,5.229433333333333,9.416766666666666,5.931333333333333,3.3024666666666667,3.8108666666666666,3.9166333333333334,2.7581333333333333,3.3878,4.338433333333334,2.1906333333333334,3.196633333333333,2.409533333333333,7.2509,5.4801,4.089333333333333,3.7413000000000003,7.450833333333334,3.5630333333333333,3.8964,3.1754000000000002,4.2492,2.3868333333333336,3.4379,2.0067333333333335,3.2622333333333335,4.065433333333333,3.2011
2022-04-30,5.3654,3.2992,2.3333,3.0502,3.5351,2.5549,2.7397,3.0048,1.0305,4.3362,2.0998,4.8005,3.4287,4.9737,3.0,5.1162,6.874,0.6337,3.9925,3.2052,4.9524,6.0175,2.2457,3.0866,4.2826,2.9888,2.3875,5.9735,4.3333,2.1636,3.8638,2.5638,3.1169,5.3091,2.9494,2.6049,3.4563,2.7064,4.1099,3.3516,5.3171,2.2573,2.5423,6.6336,1.4857,3.7348,2.858,1.9533,5.3613,4.5066,3.7664,2.4758,4.4735,2.6887,3.5475,5.1728,4.0176,5.0168,3.2955,3.0568,7.4459,5.5617,2.5273,2.4106,3.5208,1.3641,2.7341,2.6153,4.618,4.9952,3.7103,2.4674,2.4783,5.0753,3.3048,2.7258,2.7821,4.5279,2.5613,4.0556,2.4831,3.8077,6.9745,3.9925,3.2699,9.101,3.3937,2.8037,4.5402,2.0221,5.1958,1.6867,4.9952,9.395,5.734,3.344,3.7985,3.8356,2.775,3.1391,4.3967,2.2489,3.2608,2.34,7.2645,5.6489,4.16,3.6019,7.3056,3.5872,3.8924,3.1789,4.2938,2.2541,3.2827,1.8523,3.3178,4.2138,2.9139
2022-05-01,3.0766,2.5984,2.5236,1.809,3.9677,2.252,2.4352,2.6697,1.7397,3.6382,1.4685,5.1881,2.5651,4.2882,2.4977,4.685,6.6104,0.5415,3.1237,2.83,4.005,5.0569,2.0285,2.9108,3.8828,1.7248,2.3091,4.0865,4.1975,2.199,3.2827,2.5474,3.5579,4.8858,2.9154,3.8948,3.8031,3.1754,4.6561,3.08,5.035,2.2206,2.5461,6.5301,1.3191,3.7733,2.4188,2.201,4.8685,3.6041,3.0519,2.4783,4.102,2.7807,2.9936,5.8918,2.399,4.0,2.8285,2.5323,7.244,4.7274,2.4686,2.3201,3.9432,1.3175,2.6603,2.2,4.4705,4.4645,3.2735,2.3795,2.3693,3.4543,2.3091,2.4554,3.0502,3.4803,2.8521,3.7237,2.075,3.3253,5.9589,2.6417,2.6179,5.6313,3.1649,2.3156,4.3447,1.9257,5.4267,1.3652,4.596,6.4349,4.571,2.8285,3.7893,3.4763,2.3003,3.008,4.3996,2.1867,2.4892,2.2744,5.3331,4.5494,3.4603,3.5106,4.4585,3.085,3.4307,2.7693,3.6992,1.6925,2.864,0.5265,2.7594,3.3898,2.8491
2022-05-02,3.0209,2.3772,2.3613,2.1928,3.6992,1.8678,2.7453,2.0912,2.413,3.7237,2.3146,5.105,1.8752,4.7405,2.9032,3.0486,5.5703,0.7215,3.3554,2.867,2.7965,5.854,2.5261,2.4614,3.6751,1.8902,2.9573,4.0025,2.858,1.9674,2.701,0.7918,3.1034,4.8651,2.2712,3.1929,2.8911,3.0048,3.0634,2.8536,4.4377,2.0637,2.2436,5.4767,1.6151,2.5829,1.6274,1.7956,4.5897,3.5662,3.4504,2.2404,3.1964,3.0733,3.4984,4.5741,2.5727,4.1099,3.2517,2.9635,5.9156,3.7148,2.5051,2.4083,3.7551,2.0021,2.6778,2.4072,2.4037,4.2411,3.662,2.5063,2.4626,3.9358,2.3704,2.3784,2.3311,3.29,2.2916,3.1,2.1153,3.3687,6.4074,3.7348,2.3091,5.105,2.9093,2.5211,3.6948,1.8369,3.9975,1.3041,4.8858,5.1125,3.9237,2.7736,2.9277,2.8183,2.1143,2.8745,4.2329,2.3795,2.614,1.7571,4.123,3.5167,3.99,2.3535,3.3956,2.7369,3.9044,3.042,2.6258,1.8588,2.8081,0.6576,2.7679,3.386,2.3772
2022-05-03,3.0568,2.0989,2.1417,2.3146,3.075,1.9446,2.5524,2.2712,2.0618,3.4944,2.2776,4.9737,1.7144,4.2493,2.8066,2.876,5.7476,1.0691,3.386,2.6576,2.8256,4.6497,1.9455,2.1969,3.7551,1.9334,2.4843,3.2337,2.9078,2.0609,2.7821,1.3652,2.647,3.8263,1.8977,2.9635,2.6805,2.453,2.7679,2.867,4.322,1.733,1.9674,5.1087,2.1319,2.3003,1.474,1.8305,4.5249,3.4072,2.4317,2.1368,3.1667,2.7023,3.3668,4.0403,3.1408,3.9505,3.09,2.9479,5.8306,3.7985,2.3014,2.3245,3.8972,1.3759,2.1686,2.1676,3.0209,4.3735,3.5893,2.34,2.7552,3.5683,2.4518,2.3456,2.5587,3.1999,2.7552,3.3253,2.0731,3.2248,4.6465,3.6882,2.1162,5.4977,3.122,2.6036,4.2247,1.8514,4.4437,1.3223,4.6948,5.8259,3.1051,2.6724,2.2373,2.9017,1.8662,2.937,4.2632,1.9674,2.5014,1.5233,4.1177,3.4903,3.8972,2.6617,4.0633,2.8986,3.529,2.6311,3.5106,1.881,2.9714,0.4594,2.6206,3.2391,2.6062
2022-05-04,4.8072,2.873,1.8273,2.3411,2.2916,2.488,2.5386,2.3807,1.8843,3.2553,2.1397,5.3654,2.3956,4.5006,2.4819,1.6448,5.6534,1.2904,3.3573,3.0833,2.5088,4.4825,2.2949,2.3135,3.5746,1.8027,2.4542,3.386,2.9936,2.5211,2.8081,0.8057,2.9857,3.8216,2.4412,3.0404,2.9063,3.5537,3.0667,2.6887,4.1256,2.0731,2.0845,5.5789,1.5342,2.4904,2.2072,1.5151,4.5648,3.4444,2.8285,2.2362,3.2301,2.6311,3.4444,4.4289,3.5393,3.417,2.9857,2.9154,5.7935,3.6992,2.3113,2.7453,3.2553,1.3685,2.4614,1.791,3.0766,4.3792,2.7538,2.0303,2.4471,4.0025,2.601,2.6417,2.7064,3.2427,3.1911,3.787,2.0048,3.3403,5.8213,3.3234,2.471,5.4935,3.2662,2.4435,4.5279,1.9904,4.5525,1.5272,4.5006,5.6979,4.2329,2.7908,2.3693,3.3497,2.0358,2.8865,4.123,2.2154,2.6792,1.6021,4.5866,3.7939,3.5269,2.3311,4.5096,2.9588,3.3725,2.9093,3.9505,2.1706,2.8432,0.7153,2.7147,1.3213,2.7202
2022-05-05,1.5253,2.4722,1.6001,2.0769,0.6223,2.2394,2.8655,2.3467,1.6961,3.1102,2.2949,4.9347,1.7307,2.7779,2.9635,2.1526,4.9737,1.93,1.3602,2.6337,2.6657,3.8948,2.5958,2.5137,3.1964,1.3381,1.6724,3.2535,2.1211,2.0321,2.5842,0.616,2.3841,3.7733,2.3267,2.8462,2.3761,1.7533,2.3807,2.8081,3.6992,1.736,2.0572,3.1374,1.3474,2.8462,1.3941,2.2808,3.2034,3.787,3.5372,1.8629,3.1771,2.5907,2.7679,2.7538,2.9984,3.6104,2.8139,2.0285,4.9952,4.1361,1.9922,2.3636,2.9841,1.6617,2.5537,1.742,2.9463,4.777,2.6062,2.4626,3.1946,3.3764,2.7411,2.8256,2.4223,3.56,1.6295,3.3011,2.2185,3.5641,4.6433,3.4111,2.2342,4.0075,2.639,2.4916,4.0302,2.4305,3.6168,1.3685,4.4526,5.9204,3.5767,2.7523,4.3079,3.1068,2.3795,2.7161,4.1626,1.9429,2.4953,2.1636,4.3648,3.4228,3.7664,2.3829,4.3937,2.2873,3.6685,2.8183,3.7416,2.4674,2.8595,2.0266,2.7313,2.7523,2.6819
2022-05-06,3.7081,3.6577,2.0003,2.1898,1.2962,2.4341,2.7495,3.0096,2.639,3.7916,2.0941,5.4809,2.858,4.1073,2.7202,3.6533,6.4683,1.881,2.0432,2.8197,4.3937,6.7459,3.1085,2.87,3.8852,1.9274,2.7411,4.4675,3.07,2.5423,3.5393,1.3507,4.5928,4.9347,2.8241,3.914,3.5935,3.8426,4.1099,3.2753,5.6357,2.6846,2.667,6.5075,1.9568,3.7237,1.9994,2.2165,5.8871,5.2854,3.6062,2.3557,4.3908,2.8715,3.7529,5.2035,3.7664,4.9559,3.3422,3.2863,8.1324,4.8275,2.6778,2.992,4.6117,1.3191,2.6887,2.6127,4.3305,6.1378,3.6882,2.252,2.5804,4.1894,3.4072,2.6536,2.5273,4.3562,2.9032,3.7939,2.1766,3.7847,3.0469,3.9554,2.9968,7.0451,3.7015,2.9888,4.8997,2.2289,5.3492,1.4679,4.8893,8.1241,5.0864,3.1964,3.4053,3.8473,2.8835,2.9324,4.5897,1.7647,3.1477,3.2052,6.2993,4.2219,4.8858,3.2735,6.215,4.1546,3.8054,3.1203,4.5772,2.2541,2.7636,2.3967,2.6311,3.0274,2.9904
2022-05-07,3.9925,3.6642,1.7755,2.0931,1.8241,2.33,2.6088,3.1254,2.5002,3.7461,2.2938,5.7431,2.6023,3.8972,2.6751,1.2227,6.2516,1.7956,3.0584,2.5236,4.6338,6.1582,3.0388,2.7736,4.3792,2.1676,2.7523,4.7438,2.592,2.5932,3.3745,0.6628,3.9875,4.9453,3.0634,4.1073,3.4326,3.3271,3.9092,3.3422,5.3091,2.6166,2.4734,6.7882,1.2538,3.4803,2.2248,2.3956,5.3371,4.7372,3.6104,2.5448,3.9554,3.2918,3.2034,5.402,3.7483,5.2696,3.5005,3.4092,7.7796,4.9137,2.5499,3.0634,4.2687,1.9189,2.6088,2.5511,4.0633,6.0077,3.7801,2.5765,2.4783,4.184,3.2827,2.5199,2.686,4.3792,3.3422,3.3668,0.9099,4.0226,3.0209,4.144,2.5842,5.1162,3.5914,2.643,4.6338,2.5051,5.605,1.5575,4.8754,8.2764,5.4475,3.1511,4.0787,3.4189,2.9246,3.1719,4.4407,1.751,3.1999,2.6417,6.5358,4.5586,4.4885,3.6577,3.6318,3.4189,4.1787,2.7807,4.0582,2.2541,2.9904,2.5411,2.9651,2.7453,2.8314
2022-05-08,4.3967,3.1684,2.127,2.2457,1.7785,2.6819,2.9651,2.3967,1.7917,4.0,2.3864,5.4103,1.9904,4.3591,2.9761,0.872,5.1958,1.7762,2.6036,2.6271,4.7637,4.7372,3.1701,2.7552,3.9237,1.9231,2.4459,4.9277,3.3384,2.4459,3.1545,0.6176,3.5025,4.3735,2.1476,3.6168,3.085,3.3956,4.1125,2.867,5.0901,2.643,2.5511,6.1942,1.8703,3.6707,2.3389,2.4247,5.4433,3.7304,3.5269,2.2616,4.0176,3.0617,3.4663,5.7476,3.5167,4.7208,3.3384,3.1876,7.244,5.0459,2.651,3.4267,4.0302,2.0084,2.4495,1.7878,4.102,5.5703,3.5455,2.3367,3.09,3.5998,2.7608,2.6496,2.5907,3.3956,3.2319,3.7148,0.7047,3.8757,2.2041,4.0226,3.0193,6.657,3.8379,3.1841,4.5772,2.3356,4.8343,1.2361,4.685,8.1996,4.7837,3.3764,3.9334,3.4484,2.686,2.9777,4.534,1.9931,3.2194,2.5199,6.57,4.9916,4.3562,2.758,3.995,3.4903,4.3163,3.3234,4.0025,2.0544,3.0519,1.9586,2.879,3.3384,3.0584
2022-05-09,4.1387,2.367,1.8944,2.3069,1.3414,2.7864,2.9246,2.5423,2.391,3.7348,2.3289,5.5746,2.6832,4.3362,2.4352,1.2356,4.9312,1.9087,3.0209,2.4626,2.4602,5.135,2.9683,2.9108,4.1894,1.7685,2.9952,5.0496,3.3937,2.9154,3.0552,0.598,3.8403,4.3937,2.1807,3.6468,3.2499,2.9246,3.771,3.5851,5.2267,2.3234,2.7495,5.2933,0.8285,3.1322,2.0534,1.7034,5.7069,3.1597,3.5517,1.9568,3.8733,3.6361,3.8077,4.9701,3.1408,4.8893,3.1477,3.3141,6.8247,4.6275,2.7807,3.095,3.6253,1.9121,2.5448,1.9455,4.3967,3.8972,3.9164,1.6062,2.7411,3.9628,3.0766,2.3738,2.2938,3.08,2.7341,3.3103,1.7785,3.7801,2.6219,3.2088,2.096,7.2713,3.8077,3.1118,5.0205,1.9869,5.135,1.4552,4.5127,7.4459,4.1361,3.4623,2.231,3.207,3.0048,3.0225,4.596,2.1837,3.1701,2.4258,6.1736,4.8962,4.1894,2.5002,0.9272,3.1841,4.1282,3.5455,3.6773,2.1606,3.1859,2.2415,2.87,3.0717,3.0453
